date,country,campaign_name,adset_name,cost,impressions,clicks
2018-06-06,COUNTRY 1,CAMPAIGN 1,Adset 6,15.54,87096,69
2017-12-13,COUNTRY 4,CAMPAIGN 4,Adset 6,0.56,143,
2018-03-18,COUNTRY 6,CAMPAIGN 6,Adset 6,50.5,23512,
2017-12-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,11,
2018-03-16,COUNTRY 1,CAMPAIGN 1,Adset 6,4.54,4329,47
2018-09-05,COUNTRY 1,CAMPAIGN 1,Adset 6,46.32,140337,478
2018-07-10,COUNTRY 2,CAMPAIGN 2,Adset 2,2.94,1148,7
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,89,
2018-03-12,COUNTRY 3,CAMPAIGN 3,Adset 3,0.33,173,
2018-06-16,COUNTRY 3,CAMPAIGN 3,Adset 3,40.19,55613,222
2018-07-20,COUNTRY 1,CAMPAIGN 1,Adset 1,2.8,2712,8
2018-07-14,COUNTRY 1,CAMPAIGN 1,Adset 6,1.27,931,
2018-01-10,COUNTRY 1,CAMPAIGN 1,Adset 1,3.13,1858,13
2018-08-23,COUNTRY 1,CAMPAIGN 1,Adset 6,2.09,845,3
2018-02-12,COUNTRY 1,CAMPAIGN 1,Adset 6,1.72,1050,3
2018-08-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.97,928,1
2018-01-29,COUNTRY 1,CAMPAIGN 1,Adset 1,89.49,162597,796
2018-04-07,COUNTRY 1,CAMPAIGN 1,Adset 1,7.07,14761,53
2018-04-24,COUNTRY 1,CAMPAIGN 1,Adset 6,12.4,10068,32
2018-03-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0,3,
2018-05-25,COUNTRY 6,CAMPAIGN 6,Adset 6,15.43,31910,257
2018-07-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,34,
2018-09-06,COUNTRY 2,CAMPAIGN 2,Adset 2,19.24,12980,111
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,0.85,797,3
2018-08-21,COUNTRY 2,CAMPAIGN 2,Adset 2,1.67,664,4
2018-09-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.6,532,4
2018-06-14,COUNTRY 6,CAMPAIGN 6,Adset 6,5.92,5514,28
2018-04-09,COUNTRY 2,CAMPAIGN 2,Adset 2,1.26,655,4
2018-03-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,9,
2018-07-06,COUNTRY 1,CAMPAIGN 1,Adset 6,2.43,6201,12
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0.16,34,
2018-03-15,COUNTRY 2,CAMPAIGN 2,Adset 2,3.75,1235,3
2017-12-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,7,
2018-06-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.68,246,
2018-06-08,COUNTRY 1,CAMPAIGN 1,Adset 6,0.18,399,
2017-12-23,COUNTRY 3,CAMPAIGN 3,Adset 3,18.41,26660,435
2018-03-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.15,113,1
2018-06-03,COUNTRY 1,CAMPAIGN 1,Adset 1,4.96,4960,24
2018-07-13,COUNTRY 3,CAMPAIGN 3,Adset 3,18.64,23705,98
2018-04-18,COUNTRY 2,CAMPAIGN 2,Adset 2,3.37,1363,28
2018-02-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,44,
2018-03-07,COUNTRY 1,CAMPAIGN 1,Adset 6,2.5,3996,7
2017-12-18,COUNTRY 3,CAMPAIGN 3,Adset 3,4.44,1885,3
2018-01-03,COUNTRY 1,CAMPAIGN 1,Adset 1,39.31,17517,259
2018-02-19,COUNTRY 1,CAMPAIGN 1,Adset 6,4.43,5667,12
2017-12-27,COUNTRY 1,CAMPAIGN 1,Adset 1,94.61,72911,510
2018-04-07,COUNTRY 4,CAMPAIGN 4,Adset 4,1.25,399,4
2018-07-10,COUNTRY 6,CAMPAIGN 6,Adset 6,15.69,9710,1
2017-12-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-04-10,COUNTRY 6,CAMPAIGN 6,Adset 6,16.63,9755,13
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.17,59,
2018-06-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.18,182,
2018-09-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,16,
2018-07-01,COUNTRY 1,CAMPAIGN 1,Adset 6,9.58,14744,
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 1,2.15,1575,3
2018-09-16,COUNTRY 1,CAMPAIGN 1,Adset 6,10.6,17132,1
2018-06-08,COUNTRY 2,CAMPAIGN 2,Adset 2,2.32,1181,18
2018-06-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.24,610,1
2018-09-15,COUNTRY 3,CAMPAIGN 3,Adset 3,1.34,576,7
2017-12-23,COUNTRY 1,CAMPAIGN 1,Adset 1,0.93,490,5
2018-06-14,COUNTRY 4,CAMPAIGN 4,Adset 4,0.27,157,
2018-06-20,COUNTRY 2,CAMPAIGN 2,Adset 2,19.24,7011,56
2018-09-10,COUNTRY 1,CAMPAIGN 1,Adset 6,34.87,103260,330
2018-06-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.28,226,3
2017-12-30,COUNTRY 4,CAMPAIGN 4,Adset 6,0.03,29,
2018-01-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.45,80,
2018-05-11,COUNTRY 2,CAMPAIGN 2,Adset 2,1.45,506,1
2018-03-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.44,220,4
2018-05-09,COUNTRY 2,CAMPAIGN 2,Adset 2,3.32,1660,13
2018-06-17,COUNTRY 1,CAMPAIGN 1,Adset 6,10.92,9916,30
2018-04-23,COUNTRY 1,CAMPAIGN 1,Adset 6,5.19,6154,22
2018-06-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.06,67,1
2018-07-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,47,
2018-08-22,COUNTRY 2,CAMPAIGN 2,Adset 2,0.79,564,1
2018-03-19,COUNTRY 1,CAMPAIGN 1,Adset 6,11.46,37534,
2018-01-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.46,103,2
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 1,0,19,
2018-06-23,COUNTRY 1,CAMPAIGN 1,Adset 6,1.81,619,2
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,2,
2018-05-15,COUNTRY 6,CAMPAIGN 6,Adset 6,21.43,44286,
2018-08-21,COUNTRY 1,CAMPAIGN 1,Adset 6,64.15,19138,35
2018-04-05,COUNTRY 3,CAMPAIGN 3,Adset 3,48.56,59411,141
2018-03-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,21,
2018-07-08,COUNTRY 3,CAMPAIGN 3,Adset 3,11.34,6134,19
2018-08-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.39,141,
2018-08-01,COUNTRY 2,CAMPAIGN 2,Adset 2,3.53,1459,4
2018-03-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0,5,
2018-01-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,17,
2018-06-09,COUNTRY 1,CAMPAIGN 1,Adset 6,0.99,1802,3
2018-06-30,COUNTRY 2,CAMPAIGN 2,Adset 2,3.35,833,4
2018-08-22,COUNTRY 2,CAMPAIGN 2,Adset 2,8.21,3020,12
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,13,
2018-08-28,COUNTRY 3,CAMPAIGN 3,Adset 3,0.03,145,
2017-12-31,COUNTRY 3,CAMPAIGN 3,Adset 3,0.48,262,1
2018-01-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.13,121,
2018-05-13,COUNTRY 1,CAMPAIGN 1,Adset 6,1.4,1299,5
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.92,405,1
2018-07-19,COUNTRY 2,CAMPAIGN 2,Adset 2,2.38,1617,8
2018-01-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.9,176,
2018-02-23,COUNTRY 2,CAMPAIGN 2,Adset 2,0.52,197,
2018-06-26,COUNTRY 3,CAMPAIGN 3,Adset 3,23.91,34036,287
2018-01-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.23,63,1
2018-07-01,COUNTRY 2,CAMPAIGN 2,Adset 2,3.19,1871,7
2018-07-21,COUNTRY 4,CAMPAIGN 4,Adset 4,1.21,275,1
2018-08-14,COUNTRY 2,CAMPAIGN 2,Adset 2,5.15,3983,42
2018-03-30,COUNTRY 1,CAMPAIGN 1,Adset 1,8.65,16104,54
2018-04-04,COUNTRY 4,CAMPAIGN 4,Adset 4,2.21,476,1
2018-03-25,COUNTRY 3,CAMPAIGN 3,Adset 3,37.85,46302,109
2018-01-24,COUNTRY 4,CAMPAIGN 4,Adset 4,6.12,1653,9
2018-07-18,COUNTRY 3,CAMPAIGN 3,Adset 3,26.8,12372,52
2018-06-18,COUNTRY 2,CAMPAIGN 2,Adset 2,1.14,456,10
2018-08-22,COUNTRY 2,CAMPAIGN 2,Adset 2,1.14,564,1
2018-08-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,39,
2018-07-20,COUNTRY 1,CAMPAIGN 1,Adset 1,3.38,4855,36
2018-09-11,COUNTRY 1,CAMPAIGN 1,Adset 6,8.67,9289,41
2018-08-28,COUNTRY 1,CAMPAIGN 1,Adset 6,12.34,25347,48
2018-09-05,COUNTRY 2,CAMPAIGN 2,Adset 2,2.28,1385,4
2018-06-15,COUNTRY 1,CAMPAIGN 1,Adset 6,5.62,5891,17
2018-05-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.43,122,
2018-03-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-03-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.55,141,
2018-05-19,COUNTRY 4,CAMPAIGN 4,Adset 4,1.23,488,1
2018-02-06,COUNTRY 6,CAMPAIGN 6,Adset 6,1.65,1569,1
2018-07-05,COUNTRY 2,CAMPAIGN 2,Adset 2,0.01,26,
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,10.14,2679,4
2018-03-14,COUNTRY 6,CAMPAIGN 6,Adset 6,10.06,3694,1
2018-04-30,COUNTRY 2,CAMPAIGN 2,Adset 2,1.8,875,3
2018-07-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,28,
2018-04-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.09,73,2
2018-09-10,COUNTRY 2,CAMPAIGN 2,Adset 2,4.15,2783,74
2018-06-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.19,49,1
2018-01-13,COUNTRY 2,CAMPAIGN 2,Adset 2,7.4,1731,19
2018-03-21,COUNTRY 1,CAMPAIGN 1,Adset 6,5.8,2873,25
2018-06-13,COUNTRY 1,CAMPAIGN 1,Adset 6,1.92,966,3
2018-03-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,21,
2018-05-07,COUNTRY 3,CAMPAIGN 3,Adset 3,11.43,4657,21
2018-06-09,COUNTRY 1,CAMPAIGN 1,Adset 6,1.57,2871,10
2018-04-11,COUNTRY 1,CAMPAIGN 1,Adset 1,6.53,38197,38
2018-06-30,COUNTRY 2,CAMPAIGN 2,Adset 2,2.6,1015,1
2018-09-12,COUNTRY 4,CAMPAIGN 4,Adset 4,4.15,1644,7
2018-01-14,COUNTRY 1,CAMPAIGN 1,Adset 1,2.76,2319,7
2018-01-20,COUNTRY 1,CAMPAIGN 1,Adset 1,14.38,11691,107
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,1.82,716,10
2018-05-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.31,187,1
2017-12-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.1,8,
2018-08-21,COUNTRY 1,CAMPAIGN 1,Adset 6,21.06,23668,108
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 6,17.35,26556,
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.14,58,
2018-01-08,COUNTRY 4,CAMPAIGN 4,Adset 4,9.05,1988,10
2018-04-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.28,266,
2018-06-18,COUNTRY 1,CAMPAIGN 1,Adset 6,0.54,237,1
2018-06-28,COUNTRY 1,CAMPAIGN 1,Adset 6,7.42,8063,38
2018-07-27,COUNTRY 4,CAMPAIGN 4,Adset 4,1.61,498,3
2018-09-02,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-05-12,COUNTRY 1,CAMPAIGN 1,Adset 1,1.91,2583,5
2018-08-04,COUNTRY 3,CAMPAIGN 3,Adset 3,7.74,13210,40
2018-03-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.15,74,4
2018-01-05,COUNTRY 1,CAMPAIGN 1,Adset 1,29.63,213388,97
2018-08-14,COUNTRY 1,CAMPAIGN 1,Adset 6,0.98,1396,4
2018-06-29,COUNTRY 6,CAMPAIGN 6,Adset 6,53.81,145837,
2018-02-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.48,193,
2018-07-15,COUNTRY 2,CAMPAIGN 2,Adset 2,3.09,2154,2
2018-07-12,COUNTRY 1,CAMPAIGN 1,Adset 6,9.03,5039,7
2018-05-31,COUNTRY 1,CAMPAIGN 1,Adset 6,0.57,145,4
2018-02-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,43,
2018-06-30,COUNTRY 1,CAMPAIGN 1,Adset 1,4.9,26789,4
2018-07-27,COUNTRY 2,CAMPAIGN 2,Adset 2,2.96,1809,3
2018-08-19,COUNTRY 1,CAMPAIGN 1,Adset 6,2.31,1847,
2018-01-25,COUNTRY 4,CAMPAIGN 4,Adset 4,1.09,236,
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,5,
2018-01-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.5,407,5
2018-05-21,COUNTRY 2,CAMPAIGN 2,Adset 2,2.1,730,6
2018-08-04,COUNTRY 2,CAMPAIGN 2,Adset 2,2.65,1517,1
2018-05-10,COUNTRY 1,CAMPAIGN 1,Adset 1,8.02,13913,153
2018-01-31,COUNTRY 4,CAMPAIGN 4,Adset 4,0.64,454,
2018-07-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,58,
2018-08-07,COUNTRY 1,CAMPAIGN 1,Adset 6,1.4,693,2
2018-03-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,50,
2018-04-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,40,
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0.59,108,1
2018-01-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,24,
2018-06-11,COUNTRY 4,CAMPAIGN 4,Adset 4,1.03,394,
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,1.05,320,
2018-06-18,COUNTRY 2,CAMPAIGN 2,Adset 2,1.32,405,2
2017-12-05,COUNTRY 4,CAMPAIGN 4,Adset 6,58.73,7292,38
2018-06-16,COUNTRY 2,CAMPAIGN 2,Adset 2,11.04,3296,18
2017-12-14,COUNTRY 1,CAMPAIGN 1,Adset 1,31.12,28462,247
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 4,0.12,247,1
2018-07-21,COUNTRY 3,CAMPAIGN 3,Adset 3,4.26,4467,22
2018-08-14,COUNTRY 1,CAMPAIGN 1,Adset 1,0.5,920,11
2018-02-01,COUNTRY 1,CAMPAIGN 1,Adset 1,0.3,1312,14
2018-04-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.1,33,
2018-01-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.54,184,
2018-04-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.84,309,1
2018-07-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.21,89,
2018-01-06,COUNTRY 1,CAMPAIGN 1,Adset 6,0.78,198,
2018-07-15,COUNTRY 1,CAMPAIGN 1,Adset 6,1.55,895,8
2018-08-14,COUNTRY 1,CAMPAIGN 1,Adset 1,91.21,103252,644
2018-07-04,COUNTRY 2,CAMPAIGN 2,Adset 2,3.4,2126,3
2018-02-04,COUNTRY 4,CAMPAIGN 4,Adset 4,2.4,680,1
2018-02-24,COUNTRY 6,CAMPAIGN 6,Adset 6,20.95,31850,
2018-08-24,COUNTRY 2,CAMPAIGN 2,Adset 2,1.47,973,
2018-05-11,COUNTRY 6,CAMPAIGN 6,Adset 6,79.62,175568,781
2018-01-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0.14,190,
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,19.14,41940,13
2018-03-18,COUNTRY 1,CAMPAIGN 1,Adset 1,28.92,149559,52
2018-01-27,COUNTRY 3,CAMPAIGN 3,Adset 3,1.36,246,
2018-04-10,COUNTRY 1,CAMPAIGN 1,Adset 6,15.71,47290,
2018-03-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0,21,
2018-04-13,COUNTRY 1,CAMPAIGN 1,Adset 6,19.95,15468,
2018-05-27,COUNTRY 3,CAMPAIGN 3,Adset 3,1.15,749,2
2018-02-16,COUNTRY 4,CAMPAIGN 4,Adset 4,0,24,
2018-07-02,COUNTRY 2,CAMPAIGN 2,Adset 2,0.25,138,
2018-03-14,COUNTRY 2,CAMPAIGN 2,Adset 2,1.36,577,
2018-08-05,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,7,
2018-03-07,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,45,
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,50,
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.82,472,3
2018-09-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,46,
2018-09-13,COUNTRY 1,CAMPAIGN 1,Adset 6,11.09,26183,53
2018-03-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,1,
2018-07-07,COUNTRY 4,CAMPAIGN 4,Adset 4,3.74,669,2
2018-09-11,COUNTRY 4,CAMPAIGN 4,Adset 4,0.19,53,
2018-05-24,COUNTRY 2,CAMPAIGN 2,Adset 2,1.8,409,3
2018-02-24,COUNTRY 2,CAMPAIGN 2,Adset 2,0.87,224,1
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.43,73,
2018-01-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,41,
2018-01-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,17,
2018-07-23,COUNTRY 1,CAMPAIGN 1,Adset 6,0.44,667,
2018-04-23,COUNTRY 1,CAMPAIGN 1,Adset 6,32.56,27772,74
2018-06-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,17,
2018-05-11,COUNTRY 1,CAMPAIGN 1,Adset 1,23.53,26969,199
2018-08-16,COUNTRY 1,CAMPAIGN 1,Adset 6,0.34,145,
2018-05-21,COUNTRY 6,CAMPAIGN 6,Adset 6,9.33,2593,5
2017-12-12,COUNTRY 4,CAMPAIGN 4,Adset 6,0.68,201,1
2018-07-22,COUNTRY 1,CAMPAIGN 1,Adset 1,0.59,695,2
2018-04-11,COUNTRY 3,CAMPAIGN 3,Adset 3,0.13,101,
2018-03-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0,18,
2018-06-29,COUNTRY 4,CAMPAIGN 4,Adset 4,12.12,2207,9
2018-05-24,COUNTRY 3,CAMPAIGN 3,Adset 3,63.48,23970,171
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,5.04,1235,4
2018-01-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0,8,
2017-12-26,COUNTRY 4,CAMPAIGN 4,Adset 6,0.31,376,
2018-03-28,COUNTRY 1,CAMPAIGN 1,Adset 1,6.4,26525,23
2018-03-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0,3,
2018-02-17,COUNTRY 2,CAMPAIGN 2,Adset 2,11.88,3879,25
2018-07-20,COUNTRY 2,CAMPAIGN 2,Adset 2,1.12,493,
2018-01-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.23,317,5
2018-01-03,COUNTRY 4,CAMPAIGN 4,Adset 6,0.12,12,
2017-12-15,COUNTRY 4,CAMPAIGN 4,Adset 6,0.18,26,
2018-08-20,COUNTRY 1,CAMPAIGN 1,Adset 6,10.97,18798,87
2018-05-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.58,299,1
2018-03-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,31,
2018-06-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0.99,261,
2018-07-08,COUNTRY 2,CAMPAIGN 2,Adset 2,2.95,1276,1
2018-05-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.83,304,
2018-02-21,COUNTRY 4,CAMPAIGN 4,Adset 4,7.98,1339,6
2018-03-25,COUNTRY 1,CAMPAIGN 1,Adset 6,4.45,6867,41
2018-05-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.89,257,
2018-07-27,COUNTRY 1,CAMPAIGN 1,Adset 6,1.76,1039,3
2018-07-06,COUNTRY 1,CAMPAIGN 1,Adset 6,8.95,21482,
2018-01-22,COUNTRY 1,CAMPAIGN 1,Adset 1,10.28,14941,285
2018-04-06,COUNTRY 3,CAMPAIGN 3,Adset 3,0.02,15,
2018-02-19,COUNTRY 1,CAMPAIGN 1,Adset 1,0.3,687,3
2018-03-09,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,24,
2017-12-25,COUNTRY 3,CAMPAIGN 3,Adset 3,0.25,121,
2018-07-17,COUNTRY 6,CAMPAIGN 6,Adset 6,0.03,74,
2018-09-16,COUNTRY 1,CAMPAIGN 1,Adset 6,0.69,715,3
2018-06-10,COUNTRY 1,CAMPAIGN 1,Adset 6,3.72,1260,3
2018-01-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.11,223,
2018-02-25,COUNTRY 2,CAMPAIGN 2,Adset 2,5.61,1447,8
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,1.9,340,3
2018-03-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.26,70,
2018-07-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.36,160,
2018-08-30,COUNTRY 2,CAMPAIGN 2,Adset 2,9.67,1774,7
2018-03-09,COUNTRY 1,CAMPAIGN 1,Adset 6,1.48,1367,6
2018-03-23,COUNTRY 4,CAMPAIGN 4,Adset 4,0.14,20,
2018-02-16,COUNTRY 1,CAMPAIGN 1,Adset 1,34.8,125852,55
2018-08-16,COUNTRY 1,CAMPAIGN 1,Adset 6,8.8,3297,14
2017-12-18,COUNTRY 1,CAMPAIGN 1,Adset 1,1.15,461,
2018-07-30,COUNTRY 6,CAMPAIGN 6,Adset 6,19.77,20495,100
2018-03-28,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,113,
2018-06-09,COUNTRY 4,CAMPAIGN 4,Adset 4,2.41,611,3
2017-12-12,COUNTRY 4,CAMPAIGN 4,Adset 6,2.95,522,1
2018-07-14,COUNTRY 4,CAMPAIGN 4,Adset 4,1,405,
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,2.2,3137,
2018-08-07,COUNTRY 4,CAMPAIGN 4,Adset 4,3.57,1045,6
2018-05-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.84,275,
2018-03-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.08,30,
2018-06-22,COUNTRY 1,CAMPAIGN 1,Adset 6,2.84,1239,5
2018-01-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0.01,3,
2018-06-20,COUNTRY 1,CAMPAIGN 1,Adset 6,0.51,232,1
2018-03-27,COUNTRY 4,CAMPAIGN 4,Adset 4,0,7,
2018-08-26,COUNTRY 1,CAMPAIGN 1,Adset 6,2.51,2529,14
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,3.8,3567,
2018-05-14,COUNTRY 2,CAMPAIGN 2,Adset 2,1.44,492,5
2018-07-18,COUNTRY 2,CAMPAIGN 2,Adset 2,2.07,851,
2018-09-01,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,4,
2018-09-16,COUNTRY 1,CAMPAIGN 1,Adset 6,21.44,97317,9
2018-08-01,COUNTRY 2,CAMPAIGN 2,Adset 2,0.95,1019,4
2018-06-27,COUNTRY 2,CAMPAIGN 2,Adset 2,11.28,2603,22
2018-03-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,8,
2018-03-17,COUNTRY 4,CAMPAIGN 4,Adset 4,1.19,193,
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 6,7.27,3372,9
2018-05-17,COUNTRY 3,CAMPAIGN 3,Adset 3,13.1,4419,8
2018-03-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.26,79,1
2018-07-18,COUNTRY 4,CAMPAIGN 4,Adset 4,0.1,113,
2018-06-13,COUNTRY 1,CAMPAIGN 1,Adset 6,4.36,5665,12
2018-01-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.51,409,
2018-01-12,COUNTRY 4,CAMPAIGN 4,Adset 4,0,3,
2018-05-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,21,1
2018-06-13,COUNTRY 1,CAMPAIGN 1,Adset 1,2.81,7071,43
2018-09-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,32,
2018-04-09,COUNTRY 2,CAMPAIGN 2,Adset 2,2.48,841,3
2017-12-19,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,61,
2018-05-26,COUNTRY 2,CAMPAIGN 2,Adset 2,5.55,2036,6
2018-02-13,COUNTRY 2,CAMPAIGN 2,Adset 2,3.71,954,18
2018-04-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0.04,42,
2018-07-24,COUNTRY 2,CAMPAIGN 2,Adset 2,2.07,1316,3
2017-12-19,COUNTRY 4,CAMPAIGN 4,Adset 6,0.03,12,
2018-09-04,COUNTRY 2,CAMPAIGN 2,Adset 2,6.52,1165,4
2018-02-25,COUNTRY 4,CAMPAIGN 4,Adset 4,1.17,254,
2018-09-16,COUNTRY 3,CAMPAIGN 3,Adset 3,10.42,5717,64
2018-07-03,COUNTRY 1,CAMPAIGN 1,Adset 6,23.86,20935,204
2018-03-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,8,
2018-06-14,COUNTRY 1,CAMPAIGN 1,Adset 6,3.56,1188,4
2018-03-30,COUNTRY 4,CAMPAIGN 4,Adset 4,3.55,1247,4
2018-05-20,COUNTRY 1,CAMPAIGN 1,Adset 6,27.78,27392,53
2017-12-15,COUNTRY 4,CAMPAIGN 4,Adset 4,0.38,98,2
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,3,
2018-07-04,COUNTRY 6,CAMPAIGN 6,Adset 6,14.96,54078,139
2018-08-16,COUNTRY 2,CAMPAIGN 2,Adset 2,0.81,378,1
2017-12-01,COUNTRY 1,CAMPAIGN 1,Adset 1,7.26,7350,13
2018-04-23,COUNTRY 6,CAMPAIGN 6,Adset 6,21.61,13995,2
2018-05-25,COUNTRY 3,CAMPAIGN 3,Adset 3,0.09,98,
2018-01-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.29,239,1
2018-06-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,73,
2018-07-05,COUNTRY 4,CAMPAIGN 4,Adset 4,11.59,1976,8
2018-06-29,COUNTRY 2,CAMPAIGN 2,Adset 2,47.04,14366,38
2018-03-09,COUNTRY 1,CAMPAIGN 1,Adset 6,1.02,1030,3
2018-05-25,COUNTRY 2,CAMPAIGN 2,Adset 2,0.4,400,4
